breadcrumbs_string,product_url,category,product_name,price,image_url,avaiable_sizes,coordinated_product,coordinated_price,coordinated_product_number,coordinated_product_imageurl,coordinated_product_pageurl,title_of_description,general_description,general_description_itemized,tale_of_size,rating,no. of rating,reviewer_data,keywords
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IR9888,オリジナルス,アディカラー クラシックス SSTトラックジャケット（ジャージ）,"13,200",https://shop.adidas.jp//photo/IR/IR9888/s-IR9888-on_model-standard_view-nlKKCqVj36.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,誰だっていいトラックジャケットを探しているはず。これがキミの一着。ソフトなインターロック生地を採用したこのアディダスのマストハブアイテムは、インスピレーション源とするアーカイブデザインを忠実に再現。トレフォイルロゴの刺しゅうとスリーストライプスがクラシックなスタイルを讃えている。リブ編みの裾と袖口で、必要な箇所にしっかりしたフィット感を持たせている。さらに、フロントはフルジップ仕様だから、重ね着すれば身体を暖かく保て、ジップを開ければ中に着ているお気に入りのTシャツを見せられる。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル70% / 綿30%（インターロック）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IR9888色：オレンジ,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEP89"
トップ/ ユニセックス/ スケートボーディング/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ ファイヤーバード/ スケートボーディング ファイヤーバード トラックジャケット（ジェンダーニュートラル）,https://shop.adidas.jp/product/IU0115,オリジナルス,スケートボーディング ファイヤーバード トラックジャケット（ジェンダーニュートラル）,"12,100",https://shop.adidas.jp//photo/IU/IU0115/s-IU0115-on_model-standard_unisex_pair_shot-1nhZfu7L5n.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,クラシックなジャージにインスパイアされた、機能的なスケートボーディングウェア。,アイコニックなシルエットをスケートボード用に再解釈。リサイクルポリエステルとリップストップ素材を使用した、アディダスのスケートボーディング ファイヤーバード トラックジャケット。ヘリテージのデザインにモダンなディテールを施した一着。クラシックなフルジップのスタンドカラーデザインに2つのジップポケットを装備。アーカイブのデザインをスケートボーディング用定番アイテムにアップデートしている。様々なサイズ、ジェンダー、体型を考慮して、すべてのジェンダーに合うように構築したシステム、UNITEFITを採用してデザインされている。リサイクル素材を選択することで、既に製造された製品の素材を再利用することができ、それがゴミの削減につながる。また、再生可能素材を選択することでも、限りある資源への依存を減らすことができる。これらのアディダス製品は、リサイクル素材や再生可能素材をブレンドしたものを70%以上使用している。,レギュラーフィットフルジップ / スタンドカラー綿57% / ポリエステル40% / ポリウレタン3%（リップストップ）フロントポケット伸縮性のある袖口と裾リサイクル・再生可能素材を70%以上使用商品番号：IU0115色：パテグレー/アイボリー,,,,,"ウェア・服, アウター, ジャケット, ジャージ, オリジナルス, スケートボーディング, ファイヤーバード, リサイクル素材と再生可能素材, スケートボーディングウェア・服, KOO85"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IR9889,オリジナルス,アディカラー クラシックス SSTトラックジャケット（ジャージ）,"13,200",https://shop.adidas.jp//photo/IR/IR9889/s-IR9889-on_model-standard_view-a12ejE4gJ9.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,誰だっていいトラックジャケットを探しているはず。これがキミの一着。ソフトなインターロック生地を採用したこのアディダスのマストハブアイテムは、インスピレーション源とするアーカイブデザインを忠実に再現。トレフォイルロゴの刺しゅうとスリーストライプスがクラシックなスタイルを讃えている。リブ編みの裾と袖口で、必要な箇所にしっかりしたフィット感を持たせている。さらに、フロントはフルジップ仕様だから、重ね着すれば身体を暖かく保て、ジップを開ければ中に着ているお気に入りのTシャツを見せられる。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル70% / 綿30%（インターロック）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IR9889色：バイオレットトーン,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEP89"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ スポーツウェア/ 24/7 レギュラーフィット AEROREADY デニム ストレッチウーブン フード付きトラックジャケット,https://shop.adidas.jp/product/IM8775,スポーツウェア,24/7 レギュラーフィット AEROREADY デニム ストレッチウーブン フード付きトラックジャケット,"9,350",https://shop.adidas.jp//photo/IM/IM8775/s-IM8775-on_model-standard_view-sYzLf8p6KN.jpg,"S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材を一部使用した、フード付きジャケット。,このアディダスのフード付きトラックジャケットは、さまざまなアクティビティでシームレスに着られる柔軟な一枚。コーヒーを買いに行くときも、友達と会うときも、吸湿性を発揮するAEROREADYテクノロジーがいつでもドライで快適な着心地をキープする。丈夫で伸縮性のあるウーブンツイル生地は、デニムのような見た目で、動きやすい。必需品を安全に収納できるジップポケットを装備しているから、気を散らさずに今やるべきことに集中できる。 この製品には、リサイクル素材を70%以上使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。,レギュラーフィットフルジップ仕様 / フード付きナイロン80% / ポリエステル15% / ポリウレタン5%（ツイル）AEROREADYフロントにジップポケット胸にジップポケット伸縮性のあるカフ商品番号：IM8775色：レジェンドインク,,,,,"ウェア・服, アウター, ジャケット, ジャージ, スポーツウェア, エアロレディ, シームレス, リサイクル素材一部使用, JSY31"
トップ/ メンズ/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ Z.N.E./ Z.N.E. プレミアム フルジップ フード付きトラックジャケット,https://shop.adidas.jp/product/IR5208,スポーツウェア,Z.N.E. プレミアム フルジップ フード付きトラックジャケット,"15,400",https://shop.adidas.jp//photo/IR/IR5208/s-IR5208-31-X3dhttOxjI.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を使用した、プレミアムなトラックジャケット。,忙しさの合間に必要不可欠なのが、休息の時間。力を抜いて、メンタル面でもバランスを取り戻すことが大切。このフルジップパーカーは、そこに到達するのを後押ししてくれる。この上ない快適な着心地をもたらす4方向に伸縮する上質な素材と、爽やかな感触を保つ汗を吸収するAEROREADYテクノロジーを採用している。背中のZ.N.E.のグラフィックがアクセント。ヘッドホンをつけてフードを被り、自分の心を見つめる時間を作ろう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,"ルーズフィットフルジップ綿56％ / ポリエステル40％ / ポリウレタン4％（ダブルニット）4方向に伸縮するソフトな生地AEROREADYフロントにジップポケットリブ仕上げの袖口と裾背面センターに""Z.N.E.""のグラフィック商品番号：IR5208色：オフホワイト",,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, Z.N.E., MINI ME（ミニミー）, リオネル・メッシ, エアロレディ, リサイクル素材と再生可能素材, IKU93"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IR9863,オリジナルス,アディカラー クラシックス SSTトラックジャケット（ジャージ）,"13,200",https://shop.adidas.jp//photo/IR/IR9863/s-IR9863-on_model-standard_view-nCcByN5W3k.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,誰だっていいトラックジャケットを探しているはず。これがキミの一着。ソフトなインターロック生地を採用したこのアディダスのマストハブアイテムは、インスピレーション源とするアーカイブデザインを忠実に再現。トレフォイルロゴの刺しゅうとスリーストライプスがクラシックなスタイルを讃えている。リブ編みの裾と袖口で、必要な箇所にしっかりしたフィット感を持たせている。さらに、フロントはフルジップ仕様だから、重ね着すれば身体を暖かく保て、ジップを開ければ中に着ているお気に入りのTシャツを見せられる。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル70% / 綿30%（インターロック）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IR9863色：カレッジグリーン,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEP89"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IL2493,オリジナルス,アディカラー クラシックス SSTトラックジャケット（ジャージ）,"13,200",https://shop.adidas.jp//photo/IL/IL2493/s-IL2493-on_model-standard_view-4wDfV7PCmE.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,誰だっていいトラックジャケットを探しているはず。これがキミの一着。ソフトなインターロック生地を採用したこのアディダスのマストハブアイテムは、インスピレーション源とするアーカイブデザインを忠実に再現。トレフォイルロゴの刺しゅうとスリーストライプスがクラシックなスタイルを讃えている。リブ編みの裾と袖口で、必要な箇所にしっかりしたフィット感を持たせている。さらに、フロントはフルジップ仕様だから、重ね着すれば身体を暖かく保て、ジップを開ければ中に着ているお気に入りのTシャツを見せられる。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル70% / 綿30%（インターロック）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IL2493色：ブルーバード/ホワイト生産国：Pakistan,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEP89"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ スポーツウェア/ 24/7 レギュラーフィット AEROREADY デニム ストレッチウーブン フード付きトラックジャケット,https://shop.adidas.jp/product/IS5137,スポーツウェア,24/7 レギュラーフィット AEROREADY デニム ストレッチウーブン フード付きトラックジャケット,"9,350",https://shop.adidas.jp//photo/IS/IS5137/s-IS5137-on_model-standard_view-KStg1dSgI4.jpg,"S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材を一部使用した、フード付きジャケット。,このアディダスのフード付きトラックジャケットは、さまざまなアクティビティでシームレスに着られる柔軟な一枚。コーヒーを買いに行くときも、友達と会うときも、吸湿性を発揮するAEROREADYテクノロジーがいつでもドライで快適な着心地をキープする。丈夫で伸縮性のあるウーブンツイル生地は、デニムのような見た目で、動きやすい。必需品を安全に収納できるジップポケットを装備しているから、気を散らさずに今やるべきことに集中できる。 この製品には、リサイクル素材を70%以上使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。,レギュラーフィットフルジップ仕様 / フード付きナイロン80% / ポリエステル15% / ポリウレタン5%（ツイル）AEROREADYフロントにジップポケット胸にジップポケット伸縮性のあるカフ商品番号：IS5137色：ブラック,,,,,"ウェア・服, アウター, ジャケット, ジャージ, スポーツウェア, エアロレディ, シームレス, リサイクル素材一部使用, JSY31"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ スポーツウェア/ ティロ/ ティロ 異素材ミックス トラックジャケット（ジャージ）,https://shop.adidas.jp/product/IP3780,スポーツウェア,ティロ 異素材ミックス トラックジャケット（ジャージ）,"9,350",https://shop.adidas.jp//photo/IP/IP3780/s-IP3780-on_model-standard_view-rzsfgNRykU.jpg,"S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用したジャケット。,街を散策したり、地元のストリートに繰り出すときは、このスポーツスタイルのアディダス ティロ トラックトップが活躍。ツイル生地とインターロック生地の異素材ミックスが特徴。ルーズフィットのジップアップスタイルで、ストリートウェアの丈夫さと、ティロらしいルックスをうまく融合している。腕に配したクラシックなスリーストライプスと、胸のアディダスバッジ オブ スポーツロゴで、毎日いつでもブランド愛を表現できるデザイン。大切な小物はスナップボタン付きのポケットに収納可能。さらに、リブ仕上げの袖口と裾がフィットしてクリーンな着こなしができる。リラックスしたいときも、気合を入れてパワーアップしたいときも、柔軟に着回せるトラックトップ。リサイクル素材を選択することで、既に製造された製品の素材を再利用することができ、それがゴミの削減につながる。また、再生可能素材を選択することでも、限りある資源への依存を減らすことができる。このアディダス製品は、リサイクル素材や再生可能素材をブレンドしたものを70%以上使用している。,ルーズフィットフルジップ / スタンドカラー全体：綿100%（ツイル）身頃下部と袖の内側：ポリエステル70% / 綿30%（インターロック）前にスナップボタン付きポケットリブ仕上げの袖口と裾リサイクル・再生可能素材を70%以上使用商品番号：IP3780色：ブラック生産国：Pakistan,,,,,"ウェア・服, アウター, ジャケット, ジャージ, スポーツウェア, ティロ, リサイクル素材と再生可能素材, KMQ39"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IR9864,オリジナルス,アディカラー クラシックス SSTトラックジャケット（ジャージ）,"13,200",https://shop.adidas.jp//photo/IR/IR9864/s-IR9864-on_model-standard_view-4mFmBVTcFK.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,誰だっていいトラックジャケットを探しているはず。これがキミの一着。ソフトなインターロック生地を採用したこのアディダスのマストハブアイテムは、インスピレーション源とするアーカイブデザインを忠実に再現。トレフォイルロゴの刺しゅうとスリーストライプスがクラシックなスタイルを讃えている。リブ編みの裾と袖口で、必要な箇所にしっかりしたフィット感を持たせている。さらに、フロントはフルジップ仕様だから、重ね着すれば身体を暖かく保て、ジップを開ければ中に着ているお気に入りのTシャツを見せられる。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル70% / 綿30%（インターロック）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IR9864色：ワンダーホワイト,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEP89"
トップ/ キッズ／子供用/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ ディズニー/ スターウォーズ/ adidas × Star Wars ヤングジェダイ トラックジャケット（ジャージ）,https://shop.adidas.jp/product/IN7308,スポーツウェア,adidas × Star Wars ヤングジェダイ トラックジャケット（ジャージ）,"7,700",https://shop.adidas.jp//photo/IN/IN7308/s-IN7308-marketing-heromrktng_view_1-jXiq6T3cSk.jpg,"90, 100, 110, 120, 130, 140",,,,,,フォースと共にある、キッズ用Star Warsトラックジャケット。,このadidas x Star Warsのトラックジャケットを着て、自分の内に秘めたジェダイパワーを解き放とう。はるか彼方の銀河系の冒険からインスピレーションを得て、劇中の伝説的なエピソードを総柄プリントで賑やかにあしらっている。素材にソフトなフレンチテリーを採用し、小さなジェダイの騎士たちがマインド・トリックやライトセーバーでの決闘を真似しているときも、快適に動けるように作られている。adidas x Star Warsのロゴを配した、イマジネーションあふれる遊びにぴったりの一着。 この製品に使われているコットンは、ベターコットンを通して供給されている。ベターコットンの調達は、「マスバランス」と呼ばれる生産物流管理モデルを通しており、最終製品までの過程を物理的に辿れるわけではない。詳細はこちら：https://bettercotton.org/who-we-are/our-logo/,レギュラーフィットフルジップ仕様 / フード付き綿70% / ポリエステル30%（フレンチテリー［裏毛］）フロントポケット身頃と共布のカフStar Warsの総柄プリント商標と著作権はLucasfilm Ltd.にあります。無断複製を禁じます。素材は、ベターコットンを通して、マスバランスと呼ばれるシステム経由で調達しているため、この製品には実際にベターコットンが使用されていない可能性があります。商品番号：IN7308色：ダークブルー/オフホワイト/マルチカラー,,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, ディズニー, スターウォーズ, ベターコットン, KOT61"
トップ/ メンズ/ ゴルフ/ ウェア・服/ アウター/ ジャケット/ BOGEY BOYS パイル トラックジャケット,https://shop.adidas.jp/product/IJ3074,ゴルフ,BOGEY BOYS パイル トラックジャケット,"22,000",https://shop.adidas.jp//photo/IJ/IJ3074/s-IJ3074-on_model-standard_view-vII1t8PCs8.jpg,"2XS, XS, S, M, L, XL, 2XL",,,,,,リサイクル&再生可能素材を一部使用したゴルフジャケット。,寒い時期のラウンドは、このアディダスとBogey Boysとのコラボジャケットのジップを上までしっかり閉めて臨もう。ポロシャツやTシャツの上に羽織れば、コースでも心地よい暖かさをキープできる。カフと裾には、温もりを閉じ込めるためのリブを施し、フロントポケットはショットの合間に冷えた手を温めるのにも重宝。カジュアルなトラックジャケットにトレフォイルと Bogey Boysのロゴをプラスした、コースでも外でも活躍する無敵スタイル。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / リブ仕上げの折り襟ポリエステル74％ / ビスコース26％（テリーループ）フロントポケットリブ仕上げの袖口と裾商品番号：IJ3074色：オルタードブルー生産国：Vietnam,,,,,"ウェア・服, アウター, ジャケット, ゴルフ, ゴルフウェア・服, EDM89"
トップ/ ユニセックス/ サッカー/ ウェア・服/ アウター/ ジャケット/ 代表/ スペイン代表 1996 ウーブン トラックジャケット,https://shop.adidas.jp/product/IT7753,サッカー,スペイン代表 1996 ウーブン トラックジャケット,"14,300",https://shop.adidas.jp//photo/IT/IT7753/s-IT7753-on_model-standard_view-WJrKRvZwBq.jpg,"XS, M, XL, 2XL",,,,,,栄光の時代を彷彿とさせる、リサイクル素材で作られたジャケット。,どんな気分のときでも、これを身に着ければ、あのスペインサッカーの素晴らしい栄光の記憶が蘇る。90年代の象徴的なデザインからヒントを得て、勝利した年のデザインディテールを採り入れた、普段のスタイルをアップグレードするウーブン トラックジャケット。 このジャケットに袖を通して、自分らしいスタイルで、サポーターとして熱心に試合を応援しよう。赤と黄のスペインカラーが目を引くスリーストライプスと、ファンにとって大切なスペイン代表の刺しゅうエンブレムがアクセントの、時代を超えて愛されるデザイン。シルエットは、ゆとりのあるルーズフィット。貴重品の収納に便利なジップポケットと、冷気を遮断し、かつスタイリッシュなスタンドカラーを備えている。リサイクル素材を選択することで、既に製造された製品の素材を再利用することができ、それがゴミの削減と、限りある資源への依存の軽減につながる。,ルーズフィットフルジップ / スタンドカラーポリエステル100%（プレーンウィーブ）フロントにジップポケット伸縮性のある袖口と裾スペイン代表のエンブレムを刺しゅう商品番号：IT7753色：ナイトインディゴ,,,,,"ウェア・服, アウター, ジャケット, ジャージ, サッカー, フットサル, 代表, スペイン代表, リサイクル素材一部使用, サッカーウェア・服, フットサルウェア・服, KMD50"
